Time,Sternum_X,Sternum_Y,Sternum_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,LASIS_X,LASIS_Y,LASIS_Z,RASIS_X,RASIS_Y,RASIS_Z,RPSIS_X,RPSIS_Y,RPSIS_Z,LPSIS_X,LPSIS_Y,LPSIS_Z,RKneeLateral_X,RKneeLateral_Y,RKneeLateral_Z,RKneeMedial_X,RKneeMedial_Y,RKneeMedial_Z,RFibulaHead_X,RFibulaHead_Y,RFibulaHead_Z,RMidShank_X,RMidShank_Y,RMidShank_Z,RAnkleLateral_X,RAnkleLateral_Y,RAnkleLateral_Z,RAnkleMedial_X,RAnkleMedial_Y,RAnkleMedial_Z,RHeel_X,RHeel_Y,RHeel_Z,RMT5_X,RMT5_Y,RMT5_Z,RMT2_X,RMT2_Y,RMT2_Z,RToe_X,RToe_Y,RToe_Z,LKneeLateral_X,LKneeLateral_Y,LKneeLateral_Z,LKneeMedial_X,LKneeMedial_Y,LKneeMedial_Z,LFibulaHead_X,LFibulaHead_Y,LFibulaHead_Z,LMidShank_X,LMidShank_Y,LMidShank_Z,LAnkleLateral_X,LAnkleLateral_Y,LAnkleLateral_Z,LAnkleMedial_X,LAnkleMedial_Y,LAnkleMedial_Z,LHeel_X,LHeel_Y,LHeel_Z,LMT5_X,LMT5_Y,LMT5_Z,LMT2_X,LMT2_Y,LMT2_Z,LToe_X,LToe_Y,LToe_Z
0,259.461,1604.55,1386.14,75.037,1491.6,1439.52,447.047,1522.49,1415.46,139.262,1600.51,995.983,398.989,1598.73,1005.27,327.034,1423.8,1021.48,197.161,1418.89,1016.56,448.157,1479.29,538.915,323.717,1524.75,498.584,458.347,1471.05,458.242,404.385,1517.84,287.656,475.037,1459.8,92.7902,404.866,1522.02,119.18,405.762,1404.44,61.3234,553.819,1596.83,32.4174,489.101,1616.12,62.8591,495.047,1669.11,44.2665,90.3277,1498.14,522.556,219.478,1523.89,493.788,84.9772,1478.98,461.924,144.953,1516.71,300.293,79.2838,1448.71,100.295,156.767,1498.88,113.931,145.538,1386.33,63.2005,13.6452,1572.95,43.8998,72.7398,1600.74,61.7594,58.787,1660.4,42.1096
0.01,259.454,1604.68,1386.15,75.0289,1491.76,1439.56,447.032,1522.62,1415.46,139.22,1600.6,996.007,398.959,1598.8,1005.28,326.96,1423.84,1021.52,197.11,1418.97,1016.59,448.095,1479.3,538.941,323.673,1524.8,498.582,458.284,1471.06,458.277,404.355,1517.88,287.681,475.01,1459.82,92.8036,404.854,1522.03,119.184,405.75,1404.44,61.3389,553.806,1596.83,32.4196,489.098,1616.14,62.8713,495.047,1669.11,44.2629,90.2763,1498.21,522.565,219.443,1523.93,493.825,84.9403,1479.05,461.94,144.921,1516.77,300.331,79.2817,1448.71,100.329,156.754,1498.89,113.933,145.531,1386.33,63.2239,13.6268,1572.94,43.8951,72.724,1600.74,61.7601,58.7729,1660.41,42.1087
0.02,259.45,1604.82,1386.16,75.0257,1491.92,1439.6,447.038,1522.76,1415.48,139.18,1600.68,996.038,398.925,1598.85,1005.29,326.915,1423.89,1021.57,197.045,1419.05,1016.61,448.022,1479.32,538.97,323.637,1524.84,498.59,458.23,1471.07,458.323,404.332,1517.91,287.706,474.993,1459.82,92.8616,404.844,1522.08,119.206,405.72,1404.47,61.3756,553.805,1596.83,32.4401,489.092,1616.15,62.8659,495.049,1669.11,44.2588,90.2349,1498.29,522.592,219.391,1524.03,493.872,84.8981,1479.1,461.961,144.892,1516.82,300.353,79.2856,1448.73,100.339,156.741,1498.92,113.966,145.526,1386.34,63.2524,13.6282,1572.96,43.9001,72.8657,1600.75,62.0422,58.7613,1660.41,42.1063
0.03,259.449,1604.95,1386.16,75.0223,1492.08,1439.63,447.037,1522.89,1415.48,139.131,1600.75,996.058,398.881,1598.89,1005.29,326.85,1423.96,1021.62,196.976,1419.14,1016.66,447.972,1479.34,538.997,323.595,1524.92,498.592,458.17,1471.09,458.352,404.302,1517.93,287.72,474.97,1459.87,92.8576,404.832,1522.09,119.207,405.697,1404.48,61.4156,553.795,1596.83,32.4391,489.077,1616.2,62.9198,495.04,1669.13,44.256,90.1819,1498.38,522.598,219.342,1524.13,493.91,84.8561,1479.19,461.975,144.867,1516.87,300.362,79.2788,1448.76,100.371,156.728,1498.94,113.981,145.528,1386.36,63.2823,13.6269,1572.95,43.8886,72.9078,1600.81,62.0149,58.7529,1660.42,42.1056
0.04,259.449,1605.09,1386.17,74.8442,1492.1,1439.77,446.994,1523.03,1415.48,139.069,1600.82,996.095,398.833,1598.95,1005.3,326.778,1423.99,1021.68,196.898,1419.21,1016.71,447.91,1479.38,539.025,323.556,1524.96,498.586,458.116,1471.11,458.393,404.287,1517.97,287.717,474.967,1459.87,92.8835,404.828,1522.11,119.206,405.673,1404.51,61.4406,553.784,1596.83,32.4336,489.068,1616.21,62.8974,495.03,1669.16,44.2504,90.1337,1498.49,522.62,219.292,1524.21,493.948,84.8103,1479.28,461.999,144.845,1516.93,300.367,79.2572,1448.78,100.397,156.725,1498.96,113.989,145.52,1386.35,63.3116,13.6289,1572.96,43.8812,72.8986,1600.83,61.9756,58.754,1660.45,42.0942
0.05,259.454,1605.23,1386.17,74.8574,1492.25,1439.8,446.967,1523.17,1415.48,139.005,1600.89,996.123,398.778,1599,1005.29,326.712,1424.08,1021.69,196.836,1419.28,1016.76,447.845,1479.44,539.029,323.523,1525.01,498.57,458.058,1471.15,458.416,404.278,1518.01,287.724,474.95,1459.87,92.9091,404.816,1522.13,119.191,405.649,1404.53,61.4629,553.787,1596.84,32.4256,489.066,1616.24,62.9125,495.041,1669.18,44.2356,90.084,1498.57,522.639,219.23,1524.31,493.987,84.7651,1479.35,462.028,144.825,1516.98,300.37,79.2621,1448.8,100.415,156.719,1498.97,113.999,145.517,1386.35,63.3329,13.6339,1572.96,43.8667,72.8232,1600.74,61.9551,58.752,1660.47,42.1002
0.06,259.446,1605.37,1386.18,75.0175,1492.53,1439.74,446.953,1523.29,1415.47,138.937,1600.96,996.143,398.72,1599.06,1005.29,326.656,1424.1,1021.73,196.74,1419.35,1016.82,447.808,1479.51,539.032,323.483,1525.09,498.565,458.008,1471.2,458.433,404.263,1518.06,287.714,474.949,1459.86,92.9288,404.815,1522.16,119.188,405.649,1404.56,61.474,553.782,1596.84,32.4229,489.072,1616.28,62.9423,495.049,1669.19,44.2147,90.0404,1498.63,522.648,219.177,1524.37,494.008,84.7254,1479.41,462.038,144.807,1517.03,300.372,79.2517,1448.81,100.435,156.712,1498.97,114,145.517,1386.36,63.3477,13.6468,1572.97,43.8579,72.8683,1600.83,61.8827,58.7567,1660.49,42.0742
0.07,259.455,1605.51,1386.19,75.023,1492.67,1439.78,446.923,1523.42,1415.46,138.858,1601.04,996.158,398.647,1599.13,1005.29,326.57,1424.18,1021.74,196.677,1419.42,1016.86,447.761,1479.58,539.032,323.456,1525.17,498.562,458.031,1471.16,458.483,404.252,1518.11,287.72,474.943,1459.89,92.9491,404.811,1522.17,119.179,405.63,1404.57,61.4983,553.784,1596.84,32.4163,489.08,1616.29,62.9284,495.053,1669.22,44.2096,89.991,1498.69,522.66,219.361,1524.18,493.848,84.6888,1479.45,462.055,144.782,1517.05,300.387,79.2471,1448.82,100.458,156.716,1498.98,114.008,145.528,1386.36,63.3623,13.6568,1572.98,43.8601,72.7982,1600.75,61.8804,58.7541,1660.52,42.0592
0.08,259.444,1605.64,1386.2,75.0153,1492.8,1439.8,446.889,1523.54,1415.44,138.786,1601.1,996.166,398.562,1599.2,1005.28,326.496,1424.24,1021.74,196.603,1419.5,1016.87,447.715,1479.66,539.031,323.416,1525.24,498.563,457.977,1471.23,458.493,404.222,1518.17,287.724,474.934,1459.89,92.9652,404.782,1522.21,119.176,405.616,1404.61,61.5063,553.776,1596.84,32.4096,489.072,1616.32,62.9235,495.054,1669.22,44.1885,89.96,1498.73,522.659,219.318,1524.23,493.88,84.6601,1479.47,462.071,144.76,1517.09,300.397,79.2671,1448.83,100.449,156.71,1498.99,114.013,145.536,1386.37,63.3654,13.648,1572.97,43.8532,72.7854,1600.75,61.8544,58.7566,1660.54,42.0426
0.09,259.439,1605.77,1386.21,75.0151,1492.92,1439.85,446.877,1523.66,1415.42,138.714,1601.16,996.169,398.479,1599.28,1005.29,326.442,1424.31,1021.73,196.539,1419.6,1016.89,447.676,1479.73,539.023,323.382,1525.3,498.551,457.925,1471.26,458.505,404.2,1518.21,287.732,474.921,1459.92,92.9706,404.775,1522.22,119.188,405.62,1404.63,61.4984,553.777,1596.83,32.4075,489.076,1616.32,62.9045,495.071,1669.23,44.168,89.9224,1498.76,522.662,219.28,1524.23,493.888,84.6213,1479.49,462.084,144.731,1517.1,300.418,79.2819,1448.83,100.441,156.708,1498.96,114.001,145.541,1386.37,63.3714,13.6541,1572.97,43.8555,72.7932,1600.82,61.7763,58.7685,1660.53,42.0266
0.1,259.428,1606.07,1386.34,75.011,1493.03,1439.88,446.836,1523.78,1415.38,138.643,1601.22,996.171,398.393,1599.36,1005.3,326.383,1424.41,1021.72,196.488,1419.68,1016.89,447.627,1479.79,539.019,323.328,1525.33,498.526,457.879,1471.32,458.525,404.163,1518.27,287.75,474.906,1459.9,92.9958,404.749,1522.28,119.185,405.613,1404.66,61.5039,553.776,1596.83,32.3974,489.083,1616.33,62.8967,495.072,1669.22,44.1519,89.8884,1498.77,522.664,219.245,1524.26,493.913,84.596,1479.5,462.088,144.707,1517.14,300.448,79.2849,1448.85,100.432,156.701,1498.97,114.002,145.569,1386.37,63.3743,13.6435,1572.97,43.8488,72.7338,1600.7,61.862,58.7735,1660.54,42.0169
0.11,259.392,1606.19,1386.32,74.9975,1493.14,1439.9,446.796,1523.89,1415.34,138.566,1601.27,996.17,398.29,1599.45,1005.3,326.317,1424.53,1021.72,196.422,1419.77,1016.89,447.596,1479.83,539.024,323.278,1525.38,498.526,457.835,1471.34,458.538,404.124,1518.32,287.758,474.898,1459.92,92.9824,404.749,1522.29,119.189,405.609,1404.68,61.5013,553.779,1596.82,32.3803,489.087,1616.35,62.9159,495.083,1669.24,44.129,89.8422,1498.79,522.66,219.196,1524.26,493.914,84.5736,1479.51,462.076,144.676,1517.16,300.448,79.2944,1448.84,100.422,156.708,1498.97,113.997,145.571,1386.37,63.3609,13.6329,1572.96,43.8369,72.7426,1600.77,61.7873,58.7647,1660.54,42.0252
0.12,259.358,1606.3,1386.31,74.9949,1493.23,1439.93,446.742,1523.99,1415.31,138.477,1601.34,996.182,398.186,1599.55,1005.3,326.271,1424.58,1021.7,196.365,1419.83,1016.89,447.553,1479.88,539.029,323.227,1525.37,498.523,457.792,1471.34,458.569,404.093,1518.36,287.773,474.914,1459.92,93.0073,404.732,1522.31,119.191,405.601,1404.69,61.5046,553.773,1596.82,32.3815,489.079,1616.36,62.9008,495.075,1669.25,44.1099,89.7781,1498.81,522.677,218.973,1524.46,494.065,84.5347,1479.52,462.082,144.639,1517.18,300.449,79.2873,1448.84,100.43,156.696,1498.97,113.996,145.58,1386.37,63.3689,13.6248,1572.95,43.8401,72.7328,1600.8,61.7373,58.7615,1660.54,42.0195
0.13,259.303,1606.27,1386.2,74.9685,1493.34,1439.97,446.729,1524.1,1415.28,138.399,1601.37,996.185,398.1,1599.61,1005.26,326.205,1424.66,1021.7,196.287,1419.87,1016.93,447.505,1479.94,539.021,323.175,1525.39,498.535,457.738,1471.38,458.584,404.057,1518.38,287.78,474.903,1459.92,93.0148,404.725,1522.33,119.199,405.589,1404.71,61.5029,553.766,1596.82,32.3756,489.063,1616.35,62.8702,495.072,1669.25,44.1038,89.7288,1498.85,522.681,219.079,1524.35,493.963,84.4851,1479.55,462.082,144.619,1517.2,300.47,79.2711,1448.84,100.439,156.692,1498.97,114.004,145.571,1386.39,63.3675,13.6088,1572.97,43.8442,72.7477,1600.82,61.7637,58.7568,1660.56,42.0296
0.14,259.259,1606.36,1386.19,74.9628,1493.42,1440.01,446.73,1524.26,1415.22,138.323,1601.39,996.191,398.014,1599.68,1005.23,326.159,1424.75,1021.7,196.235,1419.92,1016.95,447.467,1479.96,539.019,323.103,1525.42,498.532,457.693,1471.4,458.591,404.034,1518.41,287.789,474.879,1459.93,93.0178,404.716,1522.33,119.197,405.59,1404.71,61.5262,553.758,1596.83,32.3766,489.063,1616.37,62.8859,495.07,1669.26,44.088,89.6653,1498.88,522.68,219.019,1524.38,493.98,84.4505,1479.58,462.088,144.586,1517.23,300.458,79.2698,1448.85,100.443,156.69,1498.99,114.017,145.559,1386.39,63.3792,13.6141,1572.97,43.8468,72.7217,1600.76,61.8166,58.7493,1660.57,42.0027
0.15,259.242,1606.61,1386.28,74.9355,1493.51,1440.05,446.694,1524.39,1415.19,138.233,1601.41,996.205,397.92,1599.76,1005.2,326.1,1424.79,1021.73,196.191,1419.94,1016.96,447.418,1479.98,539.02,323.061,1525.41,498.53,457.649,1471.42,458.585,404.008,1518.42,287.784,474.861,1459.96,93.0183,404.708,1522.34,119.196,405.583,1404.72,61.5494,553.751,1596.82,32.3856,489.063,1616.38,62.8856,495.068,1669.28,44.0908,89.6238,1498.92,522.687,218.959,1524.45,494.005,84.4187,1479.62,462.09,144.564,1517.24,300.453,79.2562,1448.85,100.457,156.68,1498.99,114.015,145.553,1386.39,63.3937,13.6144,1572.96,43.8457,72.7339,1600.81,61.7586,58.7409,1660.57,42.0002
0.16,259.216,1606.69,1386.28,74.9196,1493.6,1440.09,446.664,1524.5,1415.17,138.153,1601.43,996.215,397.845,1599.81,1005.17,326.029,1424.83,1021.75,196.141,1419.95,1016.99,447.389,1480.02,539.021,323.007,1525.46,498.533,457.602,1471.45,458.587,403.998,1518.44,287.778,474.862,1459.95,93.059,404.704,1522.36,119.192,405.577,1404.72,61.5732,553.752,1596.83,32.3939,489.055,1616.4,62.9145,495.078,1669.29,44.1011,89.5736,1498.94,522.698,218.924,1524.48,494.019,84.3882,1479.65,462.107,144.549,1517.27,300.461,79.2574,1448.85,100.475,156.679,1499.02,114.031,145.547,1386.39,63.4142,13.6205,1572.96,43.8404,72.7351,1600.83,61.7354,58.7378,1660.6,42.0071
0.17,259.165,1606.63,1386.17,74.898,1493.69,1440.11,446.625,1524.61,1415.16,138.053,1601.45,996.245,397.774,1599.88,1005.17,325.974,1424.89,1021.75,196.088,1419.97,1017.02,447.342,1480.04,539.02,322.97,1525.47,498.533,457.557,1471.47,458.592,403.971,1518.47,287.787,474.865,1459.96,93.0601,404.697,1522.36,119.194,405.56,1404.73,61.5788,553.745,1596.83,32.3966,489.061,1616.42,62.9373,495.08,1669.29,44.0901,89.5334,1498.97,522.702,218.869,1524.51,494.037,84.3427,1479.67,462.108,144.537,1517.28,300.477,79.2189,1448.85,100.501,156.665,1499.02,114.044,145.543,1386.41,63.4206,13.6059,1572.98,43.8396,72.7201,1600.79,61.7539,58.7137,1660.59,42.0206
0.18,259.122,1606.69,1386.17,74.8742,1493.76,1440.14,446.605,1524.71,1415.14,137.969,1601.47,996.262,397.689,1599.94,1005.18,325.912,1424.94,1021.75,196.05,1419.98,1017.06,447.317,1480.06,539.024,322.937,1525.5,498.495,457.516,1471.49,458.594,403.952,1518.47,287.783,474.841,1459.96,93.066,404.686,1522.36,119.193,405.55,1404.74,61.5864,553.733,1596.83,32.3925,489.053,1616.43,62.9365,495.066,1669.3,44.0867,89.4839,1498.98,522.711,218.829,1524.53,494.053,84.3147,1479.68,462.101,144.495,1517.28,300.477,79.2355,1448.85,100.496,156.648,1499.02,114.05,145.537,1386.41,63.4195,13.6127,1572.96,43.8362,72.7061,1600.79,61.7202,58.7156,1660.59,42.0158
0.19,259.078,1606.76,1386.16,74.774,1493.75,1440.21,446.572,1524.81,1415.11,137.892,1601.48,996.267,397.62,1599.99,1005.18,325.87,1425.01,1021.77,196,1420,1017.08,447.277,1480.07,539.024,322.901,1525.55,498.495,457.488,1471.49,458.606,403.926,1518.48,287.793,474.853,1459.95,93.0933,404.677,1522.37,119.191,405.545,1404.74,61.5911,553.728,1596.83,32.3918,489.042,1616.41,62.9129,495.054,1669.31,44.0885,89.4309,1498.99,522.715,218.78,1524.52,494.061,84.2898,1479.68,462.103,144.46,1517.29,300.489,79.2164,1448.85,100.488,156.639,1499.01,114.061,145.535,1386.41,63.424,13.5917,1572.98,43.8402,72.7026,1600.82,61.6981,58.7115,1660.57,42.0322
0.2,259.053,1606.97,1386.25,74.7214,1493.81,1440.23,446.544,1524.9,1415.1,137.826,1601.5,996.278,397.545,1600.04,1005.18,325.835,1425.05,1021.79,195.95,1420.01,1017.11,447.239,1480.09,539.038,322.885,1525.53,498.484,457.461,1471.51,458.623,403.908,1518.49,287.798,474.839,1459.95,93.0918,404.67,1522.38,119.206,405.542,1404.73,61.6039,553.729,1596.84,32.4023,489.039,1616.43,62.9337,495.061,1669.3,44.0916,89.389,1498.97,522.719,218.745,1524.51,494.074,84.2527,1479.68,462.107,144.434,1517.28,300.496,79.2067,1448.85,100.491,156.625,1499.03,114.076,145.534,1386.41,63.4219,13.5895,1572.96,43.8486,72.6748,1600.77,61.7753,58.7108,1660.57,42.0274
0.21,258.993,1606.89,1386.13,74.79,1493.94,1440.19,446.461,1524.95,1415.08,137.755,1601.53,996.272,397.499,1600.07,1005.17,325.793,1425.13,1021.79,195.929,1420.06,1017.12,447.203,1480.09,539.038,322.863,1525.55,498.47,457.438,1471.53,458.632,403.888,1518.51,287.803,474.84,1459.94,93.0902,404.665,1522.38,119.201,405.541,1404.75,61.5802,553.737,1596.83,32.3993,489.048,1616.42,62.9209,495.059,1669.29,44.0728,89.3583,1498.95,522.716,218.729,1524.5,494.061,84.2217,1479.67,462.106,144.413,1517.28,300.511,79.2183,1448.86,100.47,156.614,1499.01,114.074,145.549,1386.39,63.4172,13.5851,1572.97,43.8341,72.6862,1600.8,61.7325,58.7091,1660.56,42.0178
0.22,258.972,1607.09,1386.21,74.7419,1494,1440.2,446.42,1525.02,1415.04,137.69,1601.56,996.274,397.442,1600.1,1005.17,325.742,1425.22,1021.77,195.869,1420.08,1017.14,447.182,1480.11,539.03,322.839,1525.57,498.462,457.416,1471.56,458.63,403.876,1518.52,287.783,474.831,1459.98,93.0876,404.671,1522.38,119.198,405.548,1404.77,61.5609,553.737,1596.83,32.3799,489.05,1616.42,62.9145,495.07,1669.29,44.0576,89.3458,1498.94,522.709,218.726,1524.44,494.031,84.1957,1479.67,462.104,144.4,1517.26,300.504,79.2269,1448.85,100.447,156.628,1498.99,114.051,145.557,1386.39,63.3939,13.5788,1572.97,43.8242,72.6856,1600.82,61.7102,58.7284,1660.56,42.003
0.23,258.923,1606.99,1386.08,74.7233,1494.03,1440.2,446.397,1525.07,1415.01,137.655,1601.56,996.258,397.413,1600.11,1005.16,325.7,1425.24,1021.77,195.827,1420.11,1017.14,447.163,1480.13,539.014,322.813,1525.59,498.461,457.409,1471.57,458.619,403.876,1518.53,287.774,474.837,1459.99,93.07,404.658,1522.4,119.184,405.561,1404.74,61.5638,553.754,1596.82,32.3783,489.068,1616.39,62.8695,495.071,1669.28,44.0495,89.3236,1498.94,522.704,218.729,1524.42,494.022,84.1763,1479.65,462.094,144.394,1517.24,300.498,79.2395,1448.85,100.426,156.638,1498.98,114.037,145.559,1386.4,63.3759,13.5873,1572.97,43.825,72.696,1600.83,61.6972,58.7307,1660.55,42.0019
0.24,258.905,1607.04,1386.06,74.6807,1494.07,1440.21,446.362,1525.14,1414.97,137.604,1601.58,996.265,397.375,1600.13,1005.14,325.639,1425.28,1021.77,195.766,1420.12,1017.16,447.145,1480.15,539.008,322.79,1525.63,498.458,457.388,1471.6,458.609,403.867,1518.53,287.77,474.844,1460,93.0578,404.665,1522.4,119.179,405.565,1404.75,61.5566,553.761,1596.82,32.3832,489.078,1616.4,62.869,495.084,1669.27,44.0364,89.3137,1498.92,522.704,218.715,1524.41,494.008,84.1575,1479.65,462.091,144.397,1517.23,300.495,79.2234,1448.84,100.428,156.651,1498.98,114.024,145.566,1386.4,63.3807,13.5878,1572.97,43.8024,72.6894,1600.79,61.7304,58.7467,1660.56,41.984
0.25,258.862,1607.08,1386.02,74.6459,1494.11,1440.21,446.338,1525.18,1414.94,137.573,1601.6,996.258,397.339,1600.14,1005.14,325.576,1425.29,1021.74,195.71,1420.12,1017.16,447.12,1480.16,539,322.776,1525.63,498.461,457.33,1471.66,458.587,403.868,1518.52,287.756,474.839,1459.99,93.0679,404.666,1522.4,119.175,405.572,1404.76,61.5516,553.767,1596.83,32.3797,489.073,1616.4,62.8758,495.088,1669.26,44.0324,89.2982,1498.92,522.693,218.719,1524.4,494.013,84.138,1479.64,462.079,144.395,1517.23,300.487,79.2305,1448.83,100.427,156.658,1498.97,114.027,145.566,1386.4,63.3657,13.5886,1572.97,43.8095,72.6816,1600.77,61.7418,58.7494,1660.56,41.9841
0.26,258.825,1607.11,1386,74.6329,1494.17,1440.17,446.309,1525.23,1414.92,137.532,1601.61,996.242,397.311,1600.14,1005.11,325.522,1425.3,1021.7,195.632,1420.13,1017.17,447.084,1480.16,539.001,322.748,1525.66,498.438,457.187,1471.45,458.706,403.852,1518.54,287.752,474.844,1459.99,93.0807,404.669,1522.41,119.173,405.561,1404.75,61.5586,553.76,1596.84,32.3916,489.067,1616.39,62.8577,495.084,1669.28,44.0375,89.2851,1498.92,522.684,218.697,1524.39,493.999,84.1221,1479.64,462.081,144.389,1517.22,300.468,79.2223,1448.84,100.424,156.66,1498.97,114.012,145.556,1386.39,63.3805,13.5937,1572.98,43.8136,72.6793,1600.79,61.7015,58.7445,1660.57,41.983
0.27,258.79,1607.15,1385.95,74.6046,1494.2,1440.16,446.276,1525.28,1414.91,137.502,1601.63,996.228,397.281,1600.14,1005.09,325.48,1425.3,1021.69,195.588,1420.12,1017.17,447.047,1480.17,539.004,322.727,1525.68,498.416,457.284,1471.55,458.65,403.839,1518.55,287.744,474.824,1460.01,93.0719,404.664,1522.4,119.156,405.553,1404.75,61.5841,553.759,1596.84,32.3984,489.061,1616.42,62.8977,495.084,1669.29,44.0531,89.2651,1498.95,522.69,218.668,1524.44,494,84.1109,1479.66,462.083,144.377,1517.22,300.457,79.212,1448.85,100.439,156.645,1498.99,114.026,145.542,1386.39,63.3974,13.6049,1572.97,43.8255,72.6765,1600.8,61.6718,58.7415,1660.56,41.9972
0.28,258.749,1607.18,1385.92,74.5706,1494.24,1440.16,446.238,1525.32,1414.9,137.468,1601.65,996.22,397.258,1600.16,1005.09,325.413,1425.26,1021.66,195.546,1420.12,1017.18,447.015,1480.18,538.992,322.714,1525.68,498.401,457.133,1471.44,458.725,403.822,1518.55,287.751,474.81,1459.99,93.0972,404.654,1522.42,119.156,405.532,1404.75,61.6035,553.735,1596.85,32.4108,489.051,1616.43,62.9107,495.068,1669.31,44.0757,89.2329,1498.96,522.692,218.639,1524.46,494.009,84.0859,1479.67,462.081,144.367,1517.23,300.455,79.1981,1448.84,100.457,156.627,1499.01,114.053,145.535,1386.38,63.4162,13.5978,1572.98,43.8161,72.6584,1600.8,61.6621,58.7249,1660.57,42.0174
0.29,258.712,1607.2,1385.89,74.4437,1494.19,1440.2,446.224,1525.36,1414.9,137.449,1601.66,996.215,397.23,1600.17,1005.1,325.367,1425.24,1021.63,195.503,1420.12,1017.18,447.005,1480.16,539.003,322.696,1525.66,498.392,457.11,1471.42,458.734,403.803,1518.54,287.747,474.811,1460,93.1195,404.647,1522.4,119.163,405.528,1404.74,61.6144,553.724,1596.86,32.4231,489.041,1616.41,62.9144,495.056,1669.33,44.1078,89.2195,1498.98,522.682,218.614,1524.47,494.027,84.072,1479.68,462.075,144.358,1517.23,300.463,79.1837,1448.84,100.461,156.616,1499,114.055,145.519,1386.37,63.4337,13.5883,1572.98,43.8198,72.6592,1600.8,61.6723,58.7186,1660.56,42.033
0.3,258.698,1607.36,1385.96,74.4201,1494.22,1440.18,446.186,1525.38,1414.88,137.428,1601.69,996.22,397.207,1600.17,1005.09,325.334,1425.25,1021.59,195.47,1420.12,1017.17,446.989,1480.15,539.011,322.681,1525.65,498.383,457.132,1471.37,458.767,403.795,1518.54,287.757,474.806,1459.97,93.1264,404.643,1522.4,119.183,405.518,1404.77,61.612,553.716,1596.83,32.4247,489.037,1616.41,62.9124,495.065,1669.31,44.1086,89.2007,1498.99,522.686,218.6,1524.46,494.031,84.0465,1479.69,462.08,144.345,1517.22,300.473,79.1881,1448.85,100.46,156.606,1499,114.069,145.516,1386.37,63.4389,13.5912,1572.98,43.8406,72.6461,1600.79,61.6839,58.7111,1660.56,42.0478
0.31,258.66,1607.38,1385.94,74.3822,1494.23,1440.18,446.15,1525.39,1414.88,137.406,1601.7,996.215,397.202,1600.18,1005.1,325.312,1425.23,1021.56,195.438,1420.14,1017.16,446.977,1480.15,539.002,322.678,1525.65,498.383,457.09,1471.41,458.737,403.788,1518.54,287.759,474.804,1459.99,93.1037,404.643,1522.4,119.174,405.523,1404.74,61.6128,553.726,1596.85,32.4413,489.03,1616.43,62.944,495.049,1669.32,44.1151,89.1871,1498.98,522.691,218.595,1524.44,494.034,84.0436,1479.68,462.071,144.337,1517.22,300.482,79.1719,1448.83,100.464,156.602,1499,114.072,145.518,1386.36,63.4192,13.5757,1572.96,43.8475,72.6405,1600.78,61.6837,58.707,1660.55,42.0504
0.32,258.628,1607.38,1385.91,74.3513,1494.25,1440.17,446.162,1525.4,1414.86,137.392,1601.72,996.21,397.192,1600.18,1005.1,325.3,1425.26,1021.54,195.433,1420.17,1017.14,446.975,1480.16,538.991,322.677,1525.65,498.386,457.136,1471.37,458.747,403.782,1518.54,287.76,474.815,1459.97,93.1023,404.638,1522.39,119.169,405.535,1404.73,61.6086,553.718,1596.84,32.4264,489.036,1616.41,62.9325,495.056,1669.31,44.1233,89.176,1498.98,522.683,218.599,1524.41,494.025,84.0457,1479.69,462.067,144.338,1517.2,300.483,79.1655,1448.82,100.46,156.597,1499,114.072,145.512,1386.36,63.4174,13.5732,1572.97,43.8503,72.6365,1600.78,61.6884,58.7148,1660.56,42.0543
0.33,258.598,1607.38,1385.89,74.3165,1494.28,1440.15,446.13,1525.39,1414.84,137.374,1601.72,996.215,397.197,1600.16,1005.07,325.281,1425.28,1021.5,195.413,1420.19,1017.12,446.988,1480.14,538.977,322.676,1525.65,498.409,457.09,1471.42,458.704,403.773,1518.52,287.764,474.808,1459.97,93.0764,404.643,1522.36,119.169,405.546,1404.73,61.578,553.727,1596.83,32.4198,489.04,1616.39,62.9112,495.057,1669.28,44.1057,89.1873,1498.97,522.665,218.602,1524.38,494.022,84.0409,1479.68,462.059,144.339,1517.19,300.48,79.1493,1448.86,100.443,156.591,1498.98,114.053,145.52,1386.36,63.4031,13.5696,1572.97,43.8362,72.6408,1600.79,61.676,58.7256,1660.55,42.0293
0.34,258.577,1607.38,1385.87,74.2621,1494.27,1440.14,446.111,1525.38,1414.83,137.37,1601.74,996.2,397.206,1600.15,1005.08,325.271,1425.26,1021.48,195.401,1420.21,1017.09,446.99,1480.15,538.955,322.665,1525.64,498.403,457.153,1471.39,458.713,403.775,1518.52,287.745,474.832,1459.96,93.0804,404.647,1522.36,119.161,405.556,1404.74,61.553,553.743,1596.83,32.4151,489.053,1616.37,62.8783,495.067,1669.28,44.0973,89.1904,1498.96,522.649,218.604,1524.37,494.01,84.0525,1479.66,462.041,144.337,1517.19,300.473,79.1665,1448.84,100.437,156.607,1498.97,114.044,145.523,1386.36,63.3815,13.5771,1572.98,43.8272,72.642,1600.77,61.6695,58.7267,1660.55,42.012
